date,data_source,cpi,Alimentos y Bebidas No Alcohólicas,Bebidas Alcohólicas y Tabaco,Bienes y Servicios Diversos,"Muebles, Bienes y Servicios Domésticos",Prendas de Vestir y Calzado
2024-09-09,2024_09.csv,106.50042297538258,105.21198544807513,103.93044995431653,107.72781350042384,104.06516306577561,112.14411047985693
2024-09-10,2024_09.csv,106.50042297538258,105.21198544807513,103.93044995431653,107.72781350042384,104.06516306577561,112.14411047985693
2024-09-11,2024_09.csv,106.54282468742355,105.29409557666139,103.89187274953302,107.7141336025975,104.064920829234,112.14411047985693
2024-09-12,2024_09.csv,106.59002704002066,105.33618407225937,103.98121692310292,107.86662685938886,104.05672838362507,112.14411047985693
2024-09-13,2024_09.csv,106.62039283827936,105.38956099926837,103.97798532174984,107.87329385710775,104.05672838362507,112.14411047985693
2024-09-14,2024_09.csv,106.71376455801945,105.52334098562426,103.97798532174984,107.88218786216757,104.20477384774314,112.14411047985693
2024-09-15,2024_09.csv,106.77801294980618,105.60119820646494,103.97798532174984,107.95583725883131,104.28596696414478,112.14411047985693
2024-09-16,2024_09.csv,106.8650795025443,105.6127057439199,103.97798532174984,108.44547018941608,104.33028557377936,112.14411047985693
2024-09-17,2024_09.csv,106.8650795025443,105.6127057439199,103.97798532174984,108.44547018941608,104.33028557377936,112.14411047985693
2024-09-18,2024_09.csv,106.93349298800166,105.72287929676685,103.97732056109015,108.46093665472748,104.37365257653613,112.14411047985693
2024-09-19,2024_09.csv,106.97209000786128,105.77485458996276,104.26523360041593,108.49225541992158,104.37365257653613,112.14411047985693
2024-09-20,2024_09.csv,106.98482779392893,105.79050747653102,104.39721887690698,108.49225541992158,104.38781265476868,112.14411047985693
2024-09-21,2024_09.csv,106.94867057485632,105.72291595192702,104.45701715275617,108.49225541992158,104.38781265476868,112.14411047985693
2024-09-22,2024_09.csv,106.92364284697965,105.67373433814346,104.45701715275617,108.49561237100576,104.40029574978773,112.14411047985693
2024-09-23,2024_09.csv,106.91680283144825,105.67373433814346,104.45701715275617,108.45320383286037,104.39768629254111,112.14411047985693
2024-09-24,2024_09.csv,106.91680283144825,105.67373433814346,104.45701715275617,108.45320383286037,104.39768629254111,112.14411047985693
2024-09-25,2024_09.csv,106.92822159229604,105.67476628811872,104.45701715275617,108.49215906449514,104.43699010097515,112.14411047985693
2024-09-26,2024_09.csv,106.92798588237419,105.67433833436924,104.45701715275617,108.49215906449514,104.43699010097515,112.14411047985693
2024-09-27,2024_09.csv,106.93536027831819,105.68687026449743,104.60601603404159,108.47786383640627,104.43699010097515,112.14411047985693
2024-09-28,2024_09.csv,107.03880324679484,105.72795574900913,104.60601603404159,108.72261983825422,104.78608089314945,112.14411047985693
2024-09-29,2024_09.csv,107.09851450728068,105.844398738606,104.60601603404159,108.69073566705882,104.78992833092956,112.14411047985693
2024-09-30,2024_09.csv,107.24518460772737,105.844398738606,104.60601603404159,109.46361017747756,105.01537232456171,112.14411047985693
2024-10-01,2024_10.csv,107.24518460772737,105.844398738606,104.60601603404159,109.46361017747756,105.01537232456171,112.14411047985693
2024-10-02,2024_10.csv,107.73444936754062,106.41834599253997,104.82937222759323,109.90784354439369,105.51058815189778,112.40140378110397
2024-10-03,2024_10.csv,107.76985003704955,106.47790137342119,104.82775035065721,109.91461930854516,105.52340665826082,112.40140378110397
2024-10-04,2024_10.csv,107.83699766966365,106.57426908309642,104.89248261273949,109.91864309995705,105.62273378831463,112.40140378110397
2024-10-05,2024_10.csv,108.03658858683028,106.9677448608957,104.96334239563672,109.81206860974255,105.60640615761024,112.40140378110397
2024-10-06,2024_10.csv,108.1287700386599,107.01123070660925,104.96865580225176,110.26404962977523,105.59571787542477,112.40140378110397
2024-10-07,2024_10.csv,108.10534675472823,107.01573504249401,104.96865580225176,110.1013790569862,105.5883970787065,112.40140378110397
2024-10-08,2024_10.csv,108.10534675472823,107.01573504249401,104.96865580225176,110.1013790569862,105.5883970787065,112.40140378110397
2024-10-09,2024_10.csv,108.20194584551183,107.17178650899149,105.22769439127715,110.12063425913135,105.61304015637727,112.40140378110397
2024-10-10,2024_10.csv,108.21862902665478,107.21176221390509,105.27404511667888,110.09192018041657,105.59887975679412,112.40140378110397
2024-10-11,2024_10.csv,108.22953824578265,107.2229373521361,105.27404511667888,110.10485346373314,105.62123574465288,112.40140378110397
2024-10-12,2024_10.csv,108.13401523165702,107.1184393821454,105.43486688293231,110.01209738457311,105.40634341361854,112.40140378110397
2024-10-13,2024_10.csv,108.2284899565356,107.19307338544314,105.40075646919784,110.35593315360639,105.4155546326864,112.40140378110397
2024-10-14,2024_10.csv,108.2353443331314,107.20426255804871,105.43936614129372,110.35593315360639,105.4155546326864,112.40140378110397
2024-10-15,2024_10.csv,108.37069354304563,107.448289681678,105.49201695683735,110.35593315360639,105.4155546326864,112.40140378110397
2024-10-16,2024_10.csv,108.37473199536674,107.45154444761174,105.49201695683735,110.35593315360639,105.43370186893124,112.40140378110397
2024-10-17,2024_10.csv,108.5124465172957,107.67757618179634,105.49201695683735,110.38079242210932,105.509657174546,112.40140378110397
2024-10-18,2024_10.csv,108.5342950503938,107.70744779701008,105.4951260497554,110.38533545802784,105.5471664838342,112.40140378110397
2024-10-19,2024_10.csv,108.5494972873033,107.6994709199099,105.4951260497554,110.48708238906299,105.5791649812651,112.40140378110397
2024-10-20,2024_10.csv,108.51782158147071,107.69276844953663,105.4951260497554,110.4768272577245,105.36577150467814,112.40140378110397
2024-10-21,2024_10.csv,108.52139132320818,107.69924965469413,105.4951260497554,110.4768272577245,105.36577150467814,112.40140378110397
2024-10-22,2024_10.csv,108.52139132320818,107.69924965469413,105.4951260497554,110.4768272577245,105.36577150467814,112.40140378110397
2024-10-23,2024_10.csv,108.58958029853284,107.8293640902793,105.44315752214402,110.46471543881897,105.36024589082953,112.40140378110397
2024-10-24,2024_10.csv,108.60199459943999,107.85190343261368,105.44315752214402,110.46471543881897,105.36024589082953,112.40140378110397
2024-10-25,2024_10.csv,108.63461086556629,107.89845812373184,105.4568335848524,110.47047919795236,105.40746890012021,112.40140378110397
2024-10-26,2024_10.csv,108.6350514566724,107.89655977349888,105.4568335848524,110.48015013813075,105.40746890012021,112.40140378110397
2024-10-27,2024_10.csv,108.59371277702017,107.81818125719577,105.4568335848524,110.49206448513058,105.40746890012021,112.40140378110397
2024-10-28,2024_10.csv,108.60367429923916,107.83626734687124,105.4568335848524,110.49206448513058,105.40746890012021,112.40140378110397
2024-10-29,2024_10.csv,108.60367429923916,107.83626734687124,105.4568335848524,110.49206448513058,105.40746890012021,112.40140378110397
2024-10-30,2024_10.csv,108.7726900465302,108.01444637170556,105.47818846018266,110.53559445616918,105.92305700550844,112.40140378110397
2024-10-31,2024_10.csv,108.77624089684527,108.02089327769148,105.47818846018266,110.53559445616918,105.92305700550844,112.40140378110397
2024-11-01,2024_11.csv,108.95644138567793,108.19527298763367,105.54849706588243,110.65409957575996,106.44574612382864,112.40140378110397
2024-11-02,2024_11.csv,109.07023264320458,108.28393691381271,105.54849706588243,110.6073084051215,107.02873822550623,112.40140378110397
2024-11-03,2024_11.csv,109.08077218823975,108.28393691381271,105.54849706588243,110.5728462851214,107.15669823431845,112.40140378110397
2024-11-04,2024_11.csv,109.08077218823975,108.28393691381271,105.54849706588243,110.5728462851214,107.15669823431845,112.40140378110397
2024-11-05,2024_11.csv,109.08077218823975,108.28393691381271,105.54849706588243,110.5728462851214,107.15669823431845,112.40140378110397
2024-11-06,2024_11.csv,109.15270513790882,108.3472618785797,105.54849706588243,110.6847490911094,107.31716305100242,112.40140378110397
2024-11-07,2024_11.csv,109.15363246923994,108.3757247286796,105.58123145215632,110.6249961246608,107.26743997556821,112.40140378110397
2024-11-08,2024_11.csv,109.1756643887104,108.37589547439983,105.58123145215632,110.81643756579204,107.20698355186005,112.40140378110397
2024-11-09,2024_11.csv,109.18437445494139,108.3856885237351,105.58123145215632,110.8297493892446,107.2172502248615,112.40140378110397
2024-11-10,2024_11.csv,109.24009582971797,108.46651551508846,106.11459814393926,110.84048449758666,107.2172502248615,112.40140378110397
2024-11-11,2024_11.csv,109.2503330830427,108.47286533823106,106.11459814393926,110.86780332827747,107.23778852583014,112.40140378110397
2024-11-12,2024_11.csv,109.24870429935991,108.46990812676263,106.11459814393926,110.86780332827747,107.23778852583014,112.40140378110397
2024-11-13,2024_11.csv,109.32230779365253,108.60578827073397,106.13520921702408,110.83828696423532,107.26146184539185,112.40140378110397
2024-11-14,2024_11.csv,109.33814590694791,108.59483387400182,106.08511936143785,110.85383370111721,107.42614172881815,112.40140378110397
2024-11-15,2024_11.csv,109.32345704238101,108.61564502949821,106.09095402178166,110.75884564536092,107.33193309986311,112.40140378110397
2024-11-16,2024_11.csv,109.33053875879087,108.6288775375794,106.09095402178166,110.75605601986456,107.33372828588897,112.40140378110397
2024-11-17,2024_11.csv,109.29425969925964,108.60789113437335,106.09095402178166,110.58556771099497,107.34568364903889,112.40140378110397
2024-11-18,2024_11.csv,109.32389426838803,108.61143112251548,106.09095402178166,110.79890479004015,107.30447630617061,112.40140378110397
2024-11-19,2024_11.csv,109.32389426838803,108.61143112251548,106.09095402178166,110.79890479004015,107.30447630617061,112.40140378110397
