date,month,data_source,cpi
2026-01-06,2026-01,2026_01.csv,133.898724
2026-01-07,2026-01,2026_01.csv,133.813428
2026-01-08,2026-01,2026_01.csv,133.72712
2026-01-09,2026-01,2026_01.csv,133.651268
2026-01-10,2026-01,2026_01.csv,133.668905
2026-01-11,2026-01,Forward Fill,133.668905
2026-01-12,2026-01,2026_01.csv,132.80156
2026-01-13,2026-01,2026_01.csv,132.795254
2026-01-14,2026-01,2026_01.csv,133.018994
2026-01-15,2026-01,2026_01.csv,132.99372
2026-01-16,2026-01,2026_01.csv,132.999342
2026-01-17,2026-01,2026_01.csv,132.999332
2026-01-18,2026-01,2026_01.csv,132.953837
2026-01-19,2026-01,2026_01.csv,132.97479
2026-01-20,2026-01,2026_01.csv,133.04669
2026-01-21,2026-01,2026_01.csv,133.043885
2026-01-22,2026-01,2026_01.csv,132.968196
2026-01-23,2026-01,2026_01.csv,132.95845
2026-01-24,2026-01,2026_01.csv,132.961624
2026-01-25,2026-01,2026_01.csv,132.992613
2026-01-26,2026-01,2026_01.csv,133.005398
2026-01-27,2026-01,2026_01.csv,133.015963
2026-01-28,2026-01,2026_01.csv,132.951303
2026-01-29,2026-01,2026_01.csv,132.669931
2026-01-30,2026-01,2026_01.csv,132.648797
2026-01-31,2026-01,2026_01.csv,132.701779
2026-02-01,2026-02,2026_02.csv,133.439392
2026-02-02,2026-02,2026_02.csv,133.444752
2026-02-03,2026-02,2026_02.csv,133.462084
2026-02-04,2026-02,2026_02.csv,133.427494
2026-02-05,2026-02,2026_02.csv,133.426393
